txn_id,network,merchant,txn_date,auth_amount,auth_status,decline_code,clearing_status,clearing_amount,settlement_status,settlement_amount
TXN022623,Visa,Merchant_Fashion_02,2026-02-08,659.16,Approved,,Cleared,659.16,Settled,659.16
TXN022624,Visa,Merchant_Fuel_13,2026-02-14,545.23,Approved,,Cleared,545.23,Settled,545.23
TXN022625,Amex,Merchant_Restaurant_07,2026-01-13,1560.4,Approved,,Cleared,1560.4,Settled,1560.4
TXN022626,Visa,Merchant_Fuel_13,2026-04-11,4441.82,Declined,51,,,,
TXN022627,Mastercard,Merchant_Fashion_18,2026-04-20,4986.28,Declined,05,,,,
TXN022628,RuPay,Merchant_Fashion_02,2026-06-18,4749.41,Approved,,Cleared,4749.41,Settled,4749.41
TXN022629,Mastercard,Merchant_Grocery_19,2026-02-21,4256.2,Approved,,Cleared,4256.2,Settled,4256.2
TXN022630,Visa,Merchant_Fashion_10,2026-04-29,54.68,Approved,,Cleared,54.68,Settled,54.68
TXN022631,RuPay,Merchant_Electronics_09,2026-06-24,4601.86,Approved,,Cleared,4601.86,Settled,4601.86
TXN022632,RuPay,Merchant_Travel_12,2026-05-13,2462.08,Approved,,Cleared,2462.08,Settled,2462.08
TXN022633,Visa,Merchant_Pharmacy_06,2026-06-06,4413.04,Approved,,Cleared,4413.04,Settled,4413.04
TXN022634,RuPay,Merchant_Fashion_18,2026-03-18,3393.93,Approved,,Cleared,3393.93,Settled,3393.93
TXN022635,Visa,Merchant_Fuel_05,2026-04-10,4281.79,Approved,,Cleared,4281.79,Settled,4281.79
TXN022636,Visa,Merchant_Fashion_02,2026-05-30,794.19,Approved,,Cleared,794.19,Settled,794.19
TXN022637,RuPay,Merchant_Electronics_17,2026-01-10,256.81,Approved,,Cleared,256.81,Settled,256.81
TXN022638,RuPay,Merchant_Fuel_13,2026-04-05,1914.62,Approved,,Cleared,1914.62,Settled,1914.62
TXN022639,Visa,Merchant_Electronics_17,2026-01-27,4240.81,Approved,,Cleared,4240.81,Settled,4240.81
TXN022640,Amex,Merchant_Hotel_16,2026-05-06,554.95,Declined,05,,,,
TXN022641,Mastercard,Merchant_Travel_12,2026-04-08,2075.54,Approved,,Cleared,2075.54,Settled,2075.54
TXN022642,Amex,Merchant_Fuel_13,2026-04-24,1905.39,Approved,,Cleared,1905.39,Settled,1905.39
TXN022643,Amex,Merchant_Restaurant_15,2026-02-07,299.08,Approved,,Cleared,299.08,Settled,299.08
TXN022644,Amex,Merchant_Pharmacy_06,2026-05-20,2218.63,Approved,,Cleared,2218.63,Settled,2218.63
TXN022645,RuPay,Merchant_Fashion_18,2026-06-15,1109.82,Approved,,Cleared,1109.82,Settled,1109.82
TXN022646,Visa,Merchant_Fashion_18,2026-01-01,2136.93,Approved,,Cleared,2136.93,Settled,2136.93
TXN022647,Mastercard,Merchant_Hotel_08,2026-02-28,3464.76,Approved,,Cleared,3464.76,Settled,3464.76
TXN022648,Amex,Merchant_Fuel_05,2026-06-25,3645.76,Approved,,Cleared,3645.76,Settled,3645.76
TXN022649,Amex,Merchant_Pharmacy_06,2026-03-07,1075.67,Declined,61,,,,
TXN022650,Amex,Merchant_Travel_12,2026-06-01,2021.01,Approved,,Not Cleared,,,
TXN022651,Visa,Merchant_Grocery_03,2026-03-24,230.29,Approved,,Cleared,230.29,Settled,230.29
TXN022652,Mastercard,Merchant_Restaurant_15,2026-01-30,3338.05,Approved,,Cleared,3338.05,Settled,3338.05
TXN022653,Amex,Merchant_Pharmacy_14,2026-01-11,2701.71,Declined,51,,,,
TXN022654,RuPay,Merchant_Travel_04,2026-02-13,688.21,Approved,,Cleared,688.21,Settled,688.21
TXN022655,Visa,Merchant_Pharmacy_14,2026-02-02,4555.75,Approved,,Cleared,4555.75,Settled,4555.75
TXN022656,Visa,Merchant_Hotel_16,2026-05-30,264.61,Declined,05,,,,
TXN022657,Mastercard,Merchant_Pharmacy_06,2026-04-03,4918.89,Approved,,Cleared,4918.89,Settled,4918.89
TXN022658,Visa,Merchant_Grocery_11,2026-01-16,578.25,Approved,,Cleared,578.25,Settled,578.25
TXN022659,RuPay,Merchant_Grocery_11,2026-02-15,1881.84,Approved,,Cleared,1881.84,Settled,1881.84
TXN022660,Mastercard,Merchant_Travel_12,2026-03-27,2680.31,Approved,,Cleared,2680.31,Settled,2680.31
TXN022661,Mastercard,Merchant_Fashion_18,2026-04-06,2706.32,Approved,,Cleared,2706.32,Settled,2706.32
TXN022662,RuPay,Merchant_Pharmacy_14,2026-04-19,1929.61,Approved,,Cleared,1929.61,Settled,1929.61
TXN022663,Visa,Merchant_Grocery_19,2026-05-16,4023.2,Approved,,Cleared,4023.2,Not Settled,
TXN022664,Visa,Merchant_Fuel_13,2026-03-10,642.63,Approved,,Cleared,642.63,Settled,642.63
TXN022665,RuPay,Merchant_Fashion_10,2026-05-11,597.16,Approved,,Cleared,597.16,Settled,597.16
TXN022666,Amex,Merchant_Fashion_02,2026-03-07,3467.9,Approved,,Cleared,3467.9,Settled,3467.9
TXN022667,Amex,Merchant_Pharmacy_14,2026-03-19,1082.16,Approved,,Cleared,1082.16,Settled,1082.16
TXN022668,RuPay,Merchant_Fashion_10,2026-05-04,2794.78,Approved,,Cleared,2794.78,Settled,2794.78
TXN022669,Amex,Merchant_Travel_12,2026-03-31,2482.4,Approved,,Cleared,2482.4,Settled,2482.4
TXN022670,Visa,Merchant_Fuel_13,2026-03-12,2695.96,Declined,05,,,,
TXN022671,Visa,Merchant_Fashion_02,2026-06-14,4888.56,Approved,,Cleared,4888.56,Settled,4888.56
TXN022672,Amex,Merchant_Grocery_11,2026-06-06,2819.4,Approved,,Cleared,2819.4,Settled,2819.4
TXN022673,Visa,Merchant_Fashion_10,2026-02-12,4242.23,Declined,61,,,,
TXN022674,Visa,Merchant_Fashion_18,2026-03-31,882.1,Approved,,Cleared,882.1,Settled,882.1
TXN022675,Visa,Merchant_Electronics_17,2026-01-11,2457.24,Approved,,Cleared,2457.24,Settled,2457.24
TXN022676,RuPay,Merchant_Fashion_10,2026-05-20,1979.76,Approved,,Cleared,1979.76,Not Settled,
TXN022677,Mastercard,Merchant_Electronics_01,2026-06-04,3029.28,Approved,,Cleared,3029.28,Settled,3029.28
TXN022678,Amex,Merchant_Electronics_09,2026-01-31,2608.07,Approved,,Cleared,2608.07,Settled,2608.07
TXN022679,Visa,Merchant_Fashion_10,2026-04-09,2452.68,Approved,,Cleared,2452.68,Settled,2452.68
TXN022680,Amex,Merchant_Fashion_10,2026-01-27,373.69,Approved,,Cleared,373.69,Settled,373.69
TXN022681,Visa,Merchant_Fuel_05,2026-01-08,4602.32,Approved,,Not Cleared,,,
TXN022682,Visa,Merchant_Restaurant_15,2026-01-16,1489.98,Approved,,Cleared,1489.98,Settled,1489.98
TXN022683,Visa,Merchant_Grocery_11,2026-04-09,482.54,Declined,51,,,,
TXN022684,Mastercard,Merchant_Grocery_11,2026-02-18,1880.26,Approved,,Cleared,1880.26,Settled,1880.26
TXN022685,Amex,Merchant_Fuel_13,2026-05-21,2338.47,Approved,,Cleared,2338.47,Settled,2338.47
TXN022686,Amex,Merchant_Restaurant_07,2026-03-14,3817.81,Approved,,Cleared,3817.81,Settled,3817.81
TXN022687,Amex,Merchant_Travel_20,2026-03-13,2940.05,Approved,,Cleared,2940.05,Settled,2940.05
TXN022688,Amex,Merchant_Restaurant_15,2026-02-22,3675.21,Approved,,Cleared,3675.21,Settled,3675.21
TXN022689,Visa,Merchant_Fashion_18,2026-06-27,3484.79,Approved,,Cleared,3484.79,Settled,3484.79
TXN022690,Mastercard,Merchant_Electronics_09,2026-01-02,4169.94,Approved,,Cleared,4169.94,Settled,4169.94
TXN022691,Visa,Merchant_Travel_04,2026-06-06,433.98,Approved,,Cleared,433.98,Settled,433.98
TXN022692,RuPay,Merchant_Travel_12,2026-04-04,337.76,Approved,,Cleared,337.76,Settled,337.76
TXN022693,Visa,Merchant_Electronics_01,2026-01-17,1442.27,Approved,,Cleared,1442.27,Settled,1442.27
TXN022694,Mastercard,Merchant_Grocery_11,2026-05-10,4246.85,Declined,51,,,,
TXN022695,RuPay,Merchant_Fashion_02,2026-05-02,2062.15,Approved,,Cleared,2062.15,Settled,2057.56
TXN022696,Mastercard,Merchant_Fuel_13,2026-05-11,1275.71,Approved,,Cleared,1275.71,Settled,1275.71
TXN022697,Mastercard,Merchant_Restaurant_07,2026-01-13,4833.98,Approved,,Cleared,4833.98,Settled,4833.98
TXN022698,Amex,Merchant_Grocery_03,2026-04-01,250.94,Approved,,Cleared,250.94,Settled,250.94
TXN022699,Mastercard,Merchant_Electronics_01,2026-06-27,4837.47,Approved,,Cleared,4837.47,Settled,4837.47
TXN022700,Mastercard,Merchant_Restaurant_15,2026-04-20,610.13,Approved,,Cleared,610.13,Settled,610.13
TXN022701,Amex,Merchant_Electronics_17,2026-05-11,4887.32,Approved,,Cleared,4887.32,Settled,4887.32
TXN022702,Visa,Merchant_Hotel_08,2026-06-02,1376.02,Approved,,Cleared,1376.02,Settled,1376.02
TXN022703,Visa,Merchant_Travel_20,2026-03-01,144.98,Approved,,Cleared,144.98,Settled,144.98
TXN022704,Mastercard,Merchant_Restaurant_07,2026-06-14,2695.93,Approved,,Cleared,2695.93,Settled,2695.93
TXN022705,Visa,Merchant_Electronics_01,2026-06-10,4199.71,Approved,,Cleared,4199.71,Settled,4199.71
TXN022706,Mastercard,Merchant_Grocery_11,2026-01-25,1000.96,Approved,,Cleared,1000.96,Settled,1000.96
TXN022707,Amex,Merchant_Electronics_01,2026-04-14,4225.59,Approved,,Cleared,4225.59,Settled,4225.59
TXN022708,Visa,Merchant_Fuel_05,2026-01-03,1356.38,Approved,,Cleared,1356.38,Settled,1356.38
TXN022709,Visa,Merchant_Grocery_19,2026-01-10,2967.39,Approved,,Cleared,2967.39,Settled,2967.39
TXN022710,Mastercard,Merchant_Fashion_18,2026-06-03,3854.47,Approved,,Cleared,3854.47,Settled,3854.47
TXN022711,Amex,Merchant_Restaurant_07,2026-03-04,2656.54,Approved,,Cleared,2656.54,Settled,2656.54
TXN022712,RuPay,Merchant_Fuel_05,2026-05-15,2931.4,Declined,05,,,,
TXN022713,RuPay,Merchant_Electronics_09,2026-06-16,2906.31,Approved,,Cleared,2906.31,Settled,2906.31
TXN022714,Mastercard,Merchant_Travel_12,2026-06-04,3641.21,Approved,,Cleared,3641.21,Settled,3641.21
TXN022715,RuPay,Merchant_Electronics_09,2026-05-11,3687.37,Approved,,Cleared,3687.37,Settled,3687.37
TXN022716,RuPay,Merchant_Electronics_01,2026-02-27,2066.43,Approved,,Cleared,2066.43,Settled,2066.43
TXN022717,Visa,Merchant_Fashion_02,2026-01-26,4873.83,Approved,,Cleared,4873.83,Settled,4873.83
TXN022718,Amex,Merchant_Fuel_05,2026-05-25,1463.44,Approved,,Cleared,1463.44,Settled,1463.44
TXN022719,Visa,Merchant_Hotel_16,2026-04-09,1909.06,Approved,,Cleared,1909.06,Settled,1909.06
TXN022720,RuPay,Merchant_Grocery_19,2026-01-08,2097.36,Approved,,Cleared,2097.36,Settled,2097.36
TXN022721,RuPay,Merchant_Fashion_10,2026-04-09,1520.85,Approved,,Cleared,1520.85,Settled,1501.41
TXN022722,Amex,Merchant_Electronics_01,2026-05-24,2976.1,Approved,,Cleared,2976.1,Settled,2976.1
TXN022723,RuPay,Merchant_Electronics_01,2026-06-26,3507.83,Approved,,Cleared,3507.83,Not Settled,
TXN022724,Amex,Merchant_Fuel_05,2026-05-23,975.07,Approved,,Cleared,975.07,Settled,975.07
TXN022725,Amex,Merchant_Electronics_09,2026-03-30,1154.02,Approved,,Cleared,1154.02,Not Settled,
TXN022726,Mastercard,Merchant_Fashion_18,2026-03-11,254.36,Approved,,Cleared,254.36,Settled,254.36
TXN022727,Mastercard,Merchant_Grocery_11,2026-05-01,3766.29,Approved,,Cleared,3766.29,Settled,3766.29
TXN022728,Mastercard,Merchant_Grocery_19,2026-04-22,738.52,Approved,,Cleared,738.52,Settled,738.52
TXN022729,Amex,Merchant_Electronics_17,2026-02-10,1338.17,Approved,,Cleared,1338.17,Settled,1338.17
TXN022730,Mastercard,Merchant_Electronics_09,2026-04-07,2304.59,Approved,,Cleared,2304.59,Settled,2304.59
TXN022731,RuPay,Merchant_Travel_04,2026-04-21,3911.06,Approved,,Cleared,3911.06,Not Settled,
TXN022732,Mastercard,Merchant_Electronics_17,2026-06-06,4959.6,Approved,,Cleared,4959.6,Settled,4959.6
TXN022733,Mastercard,Merchant_Grocery_19,2026-02-13,1380.74,Approved,,Not Cleared,,,
TXN022734,Amex,Merchant_Grocery_19,2026-03-25,3731.91,Approved,,Cleared,3731.91,Settled,3699.0
TXN022735,Visa,Merchant_Grocery_03,2026-04-07,2212.65,Approved,,Cleared,2212.65,Settled,2212.65
TXN022736,RuPay,Merchant_Travel_12,2026-05-23,2026.6,Approved,,Not Cleared,,,
TXN022737,Mastercard,Merchant_Fashion_18,2026-06-26,3654.59,Approved,,Cleared,3654.59,Settled,3654.59
TXN022738,Visa,Merchant_Restaurant_07,2026-03-04,4068.08,Approved,,Cleared,4068.08,Settled,4068.08
TXN022739,Visa,Merchant_Fashion_10,2026-03-25,3770.69,Approved,,Cleared,3770.69,Settled,3770.69
TXN022740,Mastercard,Merchant_Travel_12,2026-02-02,3795.04,Approved,,Cleared,3795.04,Settled,3795.04
TXN022741,RuPay,Merchant_Hotel_16,2026-05-21,4242.98,Approved,,Cleared,4242.98,Settled,4242.98
TXN022742,RuPay,Merchant_Electronics_17,2026-03-05,1391.18,Approved,,Cleared,1391.18,Settled,1352.27
TXN022743,Visa,Merchant_Travel_20,2026-03-29,3583.37,Approved,,Cleared,3583.37,Settled,3583.37
TXN022744,Amex,Merchant_Hotel_16,2026-05-18,4264.19,Approved,,Cleared,4264.19,Settled,4264.19
TXN022745,RuPay,Merchant_Grocery_03,2026-03-08,1352.77,Approved,,Cleared,1352.77,Settled,1352.77
TXN022746,RuPay,Merchant_Pharmacy_06,2026-04-18,4282.69,Approved,,Cleared,4282.69,Settled,4282.69
TXN022747,RuPay,Merchant_Hotel_08,2026-06-18,3247.23,Approved,,Cleared,3247.23,Not Settled,
TXN022748,Amex,Merchant_Fuel_05,2026-06-15,4759.08,Approved,,Cleared,4759.08,Settled,4759.08
TXN022749,Visa,Merchant_Grocery_19,2026-01-31,3826.9,Approved,,Cleared,3826.9,Settled,3826.9
TXN022750,Visa,Merchant_Electronics_01,2026-05-08,3654.82,Approved,,Cleared,3654.82,Settled,3654.82
TXN022751,Visa,Merchant_Restaurant_15,2026-03-16,4209.17,Approved,,Cleared,4209.17,Settled,4209.17
TXN022752,Amex,Merchant_Pharmacy_14,2026-06-12,3096.36,Approved,,Cleared,3096.36,Settled,3096.36
TXN022753,Visa,Merchant_Hotel_16,2026-03-18,328.21,Approved,,Not Cleared,,,
TXN022754,RuPay,Merchant_Travel_12,2026-06-24,3033.04,Approved,,Cleared,3033.04,Settled,3033.04
TXN022755,Mastercard,Merchant_Travel_20,2026-04-04,2092.9,Approved,,Not Cleared,,,
TXN022756,RuPay,Merchant_Hotel_16,2026-04-09,635.52,Approved,,Cleared,635.52,Settled,635.52
TXN022757,Visa,Merchant_Pharmacy_14,2026-03-25,4459.38,Approved,,Cleared,4459.38,Settled,4459.38
TXN022758,Amex,Merchant_Restaurant_07,2026-05-06,2627.59,Approved,,Cleared,2627.59,Settled,2627.59
TXN022759,Visa,Merchant_Grocery_19,2026-05-02,856.97,Approved,,Cleared,856.97,Settled,856.97
TXN022760,RuPay,Merchant_Grocery_19,2026-01-21,243.56,Approved,,Cleared,243.56,Settled,243.56
TXN022761,Visa,Merchant_Grocery_11,2026-03-01,367.99,Approved,,Cleared,367.99,Settled,367.99
TXN022762,Amex,Merchant_Fuel_13,2026-05-15,617.8,Approved,,Cleared,617.8,Settled,617.8
TXN022763,Visa,Merchant_Restaurant_15,2026-01-08,2569.44,Approved,,Cleared,2569.44,Settled,2569.44
TXN022764,RuPay,Merchant_Fashion_10,2026-05-02,4438.95,Approved,,Cleared,4438.95,Settled,4438.95
TXN022765,Mastercard,Merchant_Fuel_13,2026-01-08,4902.36,Approved,,Not Cleared,,,
TXN022766,Visa,Merchant_Travel_20,2026-05-08,3283.15,Approved,,Cleared,3283.15,Settled,3283.15
TXN022767,Amex,Merchant_Travel_04,2026-03-20,4530.25,Approved,,Cleared,4530.25,Settled,4530.25
TXN022768,RuPay,Merchant_Fuel_13,2026-04-18,3896.63,Approved,,Cleared,3896.63,Settled,3896.63
TXN022769,Visa,Merchant_Electronics_17,2026-01-07,4215.85,Approved,,Cleared,4215.85,Not Settled,
TXN022770,Visa,Merchant_Travel_04,2026-01-06,3140.03,Approved,,Cleared,3140.03,Settled,3140.03
TXN022771,Mastercard,Merchant_Fashion_18,2026-03-17,4188.15,Approved,,Cleared,4188.15,Settled,4188.15
TXN022772,Visa,Merchant_Grocery_11,2026-02-19,2691.37,Declined,05,,,,
TXN022773,Amex,Merchant_Grocery_19,2026-06-09,2253.2,Approved,,Cleared,2253.2,Settled,2253.2
TXN022774,Mastercard,Merchant_Pharmacy_14,2026-01-25,3818.91,Approved,,Cleared,3818.91,Settled,3782.28
TXN022775,RuPay,Merchant_Fashion_10,2026-05-14,4142.54,Approved,,Cleared,4142.54,Settled,4142.54
TXN022776,RuPay,Merchant_Travel_20,2026-02-15,2278.91,Approved,,Cleared,2278.91,Settled,2278.91
TXN022777,Mastercard,Merchant_Fashion_18,2026-02-06,1379.24,Approved,,Cleared,1379.24,Settled,1379.24
TXN022778,Mastercard,Merchant_Restaurant_15,2026-01-12,3848.8,Approved,,Cleared,3848.8,Settled,3848.8
TXN022779,Mastercard,Merchant_Fashion_18,2026-01-24,876.71,Approved,,Cleared,876.71,Settled,876.71
TXN022780,Visa,Merchant_Electronics_17,2026-05-30,4262.38,Approved,,Cleared,4262.38,Settled,4262.38
TXN022781,Amex,Merchant_Pharmacy_06,2026-02-23,4542.89,Approved,,Cleared,4542.89,Settled,4542.89
TXN022782,RuPay,Merchant_Fashion_10,2026-01-30,1952.17,Approved,,Cleared,1952.17,Settled,1952.17
TXN022783,Amex,Merchant_Fuel_05,2026-05-20,4815.38,Approved,,Cleared,4815.38,Settled,4815.38
TXN022784,Amex,Merchant_Grocery_11,2026-03-29,3713.81,Approved,,Cleared,3713.81,Settled,3713.81
TXN022785,Visa,Merchant_Fashion_18,2026-04-10,4643.91,Declined,14,,,,
TXN022786,Visa,Merchant_Travel_12,2026-02-13,2313.88,Approved,,Cleared,2313.88,Settled,2313.88
TXN022787,Visa,Merchant_Grocery_11,2026-04-28,2931.08,Approved,,Cleared,2931.08,Settled,2931.08
TXN022788,Mastercard,Merchant_Grocery_19,2026-02-10,1699.16,Approved,,Cleared,1699.16,Settled,1699.16
TXN022789,Amex,Merchant_Electronics_09,2026-04-27,830.33,Approved,,Cleared,830.33,Settled,830.33
TXN022790,Visa,Merchant_Hotel_08,2026-03-24,4788.78,Approved,,Cleared,4788.78,Settled,4788.78
TXN022791,Visa,Merchant_Pharmacy_14,2026-05-10,768.07,Approved,,Cleared,768.07,Settled,768.07
TXN022792,Amex,Merchant_Hotel_08,2026-01-28,147.93,Declined,61,,,,
TXN022793,Mastercard,Merchant_Grocery_03,2026-04-16,2801.14,Approved,,Cleared,2801.14,Settled,2799.72
TXN022794,Mastercard,Merchant_Electronics_09,2026-01-13,1802.93,Approved,,Cleared,1802.93,Settled,1802.93
TXN022795,Amex,Merchant_Fuel_13,2026-03-28,2037.76,Approved,,Cleared,2037.76,Settled,2037.76
TXN022796,Mastercard,Merchant_Electronics_17,2026-01-02,288.46,Approved,,Cleared,288.46,Settled,288.46
TXN022797,Visa,Merchant_Fashion_02,2026-04-02,650.52,Approved,,Cleared,650.52,Settled,650.52
TXN022798,RuPay,Merchant_Hotel_08,2026-05-02,536.12,Declined,14,,,,
TXN022799,Amex,Merchant_Fashion_02,2026-01-26,3834.56,Approved,,Cleared,3834.56,Not Settled,
TXN022800,RuPay,Merchant_Restaurant_15,2026-06-03,4624.31,Approved,,Cleared,4624.31,Settled,4624.31
TXN022801,Mastercard,Merchant_Hotel_08,2026-03-15,457.48,Approved,,Not Cleared,,,
TXN022802,RuPay,Merchant_Hotel_16,2026-05-04,1715.34,Approved,,Cleared,1715.34,Settled,1715.34
TXN022803,Amex,Merchant_Pharmacy_06,2026-02-14,3491.58,Approved,,Cleared,3491.58,Settled,3491.58
TXN022804,Mastercard,Merchant_Fashion_18,2026-05-31,3602.39,Declined,51,,,,
TXN022805,Mastercard,Merchant_Pharmacy_06,2026-01-23,1602.21,Approved,,Cleared,1602.21,Settled,1578.93
TXN022806,Visa,Merchant_Restaurant_15,2026-03-22,1478.7,Approved,,Cleared,1478.7,Settled,1478.7
TXN022807,Visa,Merchant_Electronics_09,2026-01-05,4437.35,Declined,14,,,,
TXN022808,RuPay,Merchant_Electronics_17,2026-04-15,2904.29,Approved,,Cleared,2904.29,Not Settled,
TXN022809,Visa,Merchant_Grocery_19,2026-02-14,4049.22,Declined,54,,,,
TXN022810,Amex,Merchant_Fashion_10,2026-03-12,860.86,Approved,,Cleared,860.86,Settled,860.86
TXN022811,Visa,Merchant_Electronics_17,2026-05-10,545.81,Approved,,Cleared,545.81,Settled,545.81
TXN022812,Amex,Merchant_Fashion_02,2026-04-09,1104.97,Approved,,Cleared,1104.97,Settled,1104.97
TXN022813,Amex,Merchant_Fashion_02,2026-05-25,1961.9,Approved,,Cleared,1961.9,Settled,1961.9
TXN022814,Amex,Merchant_Hotel_08,2026-02-25,3748.18,Approved,,Cleared,3748.18,Settled,3748.18
TXN022815,Mastercard,Merchant_Fashion_10,2026-06-18,4223.55,Approved,,Cleared,4223.55,Settled,4223.55
TXN022816,Amex,Merchant_Hotel_16,2026-06-08,1851.29,Approved,,Cleared,1851.29,Settled,1851.29
TXN022817,Mastercard,Merchant_Travel_12,2026-04-23,161.84,Approved,,Cleared,161.84,Settled,161.84
TXN022818,Amex,Merchant_Electronics_01,2026-03-27,986.42,Approved,,Cleared,986.42,Settled,986.42
TXN022819,Amex,Merchant_Fashion_02,2026-02-18,3289.57,Approved,,Cleared,3289.57,Settled,3289.57
TXN022820,Mastercard,Merchant_Fashion_18,2026-06-25,2781.8,Approved,,Cleared,2781.8,Settled,2781.8
TXN022821,Amex,Merchant_Restaurant_07,2026-01-07,1440.5,Approved,,Cleared,1440.5,Settled,1440.5
TXN022822,Mastercard,Merchant_Travel_04,2026-03-15,4772.61,Approved,,Cleared,4772.61,Settled,4772.61
TXN022823,RuPay,Merchant_Grocery_03,2026-03-28,309.15,Declined,54,,,,
TXN022824,RuPay,Merchant_Travel_12,2026-06-09,3493.34,Approved,,Cleared,3493.34,Settled,3493.34
TXN022825,Mastercard,Merchant_Hotel_16,2026-03-06,937.87,Approved,,Cleared,937.87,Settled,937.87
TXN022826,Amex,Merchant_Grocery_11,2026-03-21,1038.27,Approved,,Cleared,1038.27,Settled,1038.27
TXN022827,Mastercard,Merchant_Fashion_18,2026-01-28,816.64,Approved,,Cleared,816.64,Settled,816.64
TXN022828,Amex,Merchant_Travel_12,2026-03-17,1368.49,Approved,,Cleared,1368.49,Settled,1368.49
TXN022829,RuPay,Merchant_Hotel_16,2026-06-13,3472.72,Approved,,Not Cleared,,,
TXN022830,Mastercard,Merchant_Fashion_02,2026-03-27,3719.06,Declined,54,,,,
TXN022831,Visa,Merchant_Hotel_08,2026-04-17,129.77,Approved,,Cleared,129.77,Settled,129.77
TXN022832,Mastercard,Merchant_Hotel_16,2026-04-12,2622.19,Approved,,Cleared,2622.19,Settled,2622.19
TXN022833,Mastercard,Merchant_Restaurant_15,2026-06-25,210.23,Approved,,Cleared,210.23,Settled,210.23
TXN022834,Mastercard,Merchant_Electronics_01,2026-03-30,1664.49,Approved,,Cleared,1664.49,Settled,1664.49
TXN022835,Visa,Merchant_Electronics_01,2026-06-22,2811.32,Approved,,Cleared,2811.32,Settled,2811.32
TXN022836,RuPay,Merchant_Travel_20,2026-06-05,2782.38,Approved,,Cleared,2782.38,Settled,2758.96
TXN022837,RuPay,Merchant_Fashion_18,2026-03-06,1057.8,Approved,,Cleared,1057.8,Settled,1057.8
TXN022838,Mastercard,Merchant_Electronics_01,2026-05-02,4189.47,Approved,,Cleared,4189.47,Not Settled,
TXN022839,Mastercard,Merchant_Hotel_16,2026-03-31,2487.19,Approved,,Cleared,2487.19,Settled,2487.19
TXN022840,Visa,Merchant_Electronics_01,2026-05-13,4374.88,Declined,61,,,,
TXN022841,Amex,Merchant_Grocery_03,2026-05-01,4304.38,Approved,,Cleared,4304.38,Settled,4304.38
TXN022842,Visa,Merchant_Restaurant_15,2026-03-01,776.63,Declined,05,,,,
TXN022843,Mastercard,Merchant_Grocery_03,2026-05-14,4317.8,Approved,,Cleared,4317.8,Settled,4317.8
TXN022844,Amex,Merchant_Fashion_18,2026-01-09,1370.79,Approved,,Not Cleared,,,
TXN022845,Mastercard,Merchant_Fashion_10,2026-06-28,1021.99,Approved,,Cleared,1021.99,Settled,1021.99
TXN022846,Amex,Merchant_Fashion_10,2026-05-24,4353.56,Approved,,Cleared,4353.56,Settled,4353.56
TXN022847,Mastercard,Merchant_Grocery_11,2026-04-16,2946.04,Approved,,Cleared,2946.04,Settled,2946.04
TXN022848,RuPay,Merchant_Electronics_01,2026-01-12,4190.97,Declined,05,,,,
TXN022849,Mastercard,Merchant_Grocery_11,2026-03-31,4223.57,Approved,,Cleared,4223.57,Settled,4223.57
TXN022850,Mastercard,Merchant_Fuel_05,2026-03-01,2732.55,Approved,,Cleared,2732.55,Settled,2732.55
TXN022851,Amex,Merchant_Electronics_17,2026-03-21,3590.75,Declined,51,,,,
TXN022852,Visa,Merchant_Electronics_01,2026-06-16,3375.46,Declined,14,,,,
TXN022853,Amex,Merchant_Fashion_10,2026-03-28,4774.33,Approved,,Cleared,4774.33,Settled,4774.33
TXN022854,Amex,Merchant_Electronics_17,2026-05-12,397.77,Approved,,Cleared,397.77,Settled,397.77
TXN022855,Visa,Merchant_Grocery_19,2026-04-18,1271.34,Approved,,Cleared,1271.34,Settled,1271.34
TXN022856,Amex,Merchant_Electronics_17,2026-03-30,3310.55,Approved,,Cleared,3310.55,Settled,3310.55
TXN022857,Mastercard,Merchant_Travel_04,2026-01-14,4374.14,Approved,,Cleared,4374.14,Settled,4374.14
TXN022858,Visa,Merchant_Restaurant_07,2026-03-25,1089.04,Approved,,Cleared,1089.04,Settled,1089.04
TXN022859,Visa,Merchant_Electronics_01,2026-05-04,4240.25,Declined,05,,,,
TXN022860,Mastercard,Merchant_Electronics_01,2026-04-07,2837.41,Approved,,Cleared,2837.41,Settled,2837.41
TXN022861,Mastercard,Merchant_Restaurant_15,2026-06-20,2427.08,Approved,,Cleared,2427.08,Settled,2427.08
TXN022862,Amex,Merchant_Travel_20,2026-02-12,4030.4,Approved,,Cleared,4030.4,Settled,3981.6
TXN022863,RuPay,Merchant_Fashion_02,2026-05-15,4312.81,Approved,,Cleared,4312.81,Settled,4312.81
TXN022864,Mastercard,Merchant_Hotel_16,2026-03-03,2680.09,Approved,,Not Cleared,,,
TXN022865,Amex,Merchant_Electronics_01,2026-03-19,2889.47,Approved,,Cleared,2889.47,Settled,2889.47
TXN022866,RuPay,Merchant_Pharmacy_14,2026-02-19,1711.49,Approved,,Cleared,1711.49,Settled,1711.49
TXN022867,RuPay,Merchant_Grocery_19,2026-04-21,3715.66,Approved,,Cleared,3715.66,Settled,3715.66
TXN022868,Visa,Merchant_Electronics_01,2026-03-31,3542.34,Approved,,Cleared,3542.34,Settled,3542.34
TXN022869,Visa,Merchant_Pharmacy_06,2026-06-15,168.48,Approved,,Cleared,168.48,Settled,168.48
